ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,RegistryPathIntune,RegistryPathDCP,RegistryItemIntune,ClassName,Namespace,Property,DefaultValue,DefaultValueIntune,RecommendedValue,RecommendedValueIntune,Operator,OperatorIntune,Severity,Filter
1015,"Microsoft Edge","Allow unconfigured sites to be reloaded in Internet Explorer mode",Registry,,HKLM:\Software\Policies\Microsoft\Edge,InternetExplorerIntegrationReloadInIEModeAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev92~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev92~Policy~microsoft_edge,InternetExplorerIntegrationReloadInIEModeAllowed,,,,,,0,<disabled/>,=,=,Low,
1000,"Microsoft Edge","Allow users to proceed from the HTTPS warning page",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SSLErrorOverrideAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge,SSLErrorOverrideAllowed,,,,1,,0,<disabled/>,=,=,Low,
1026,"Microsoft Edge","Automatically open downloaded MHT or MHTML files from the web in Internet Explorer mode",Registry,,HKLM:\Software\Policies\Microsoft\Edge,InternetExplorerIntegrationZoneIdentifierMhtFileAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev117~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev117~Policy~microsoft_edge,InternetExplorerIntegrationZoneIdentifierMhtFileAllowed,,,,,,0,<disabled/>,=,=,Low,
1027,"Microsoft Edge","Dynamic Code Settings",Registry,,HKLM:\Software\Policies\Microsoft\Edge,DynamicCodeSettings,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev128~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev128~Policy~microsoft_edge,DynamicCodeSettings,,,,,,1,<enabled/>,=,contains,Low,
1028,"Microsoft Edge","Enable Application Bound Encryption",Registry,,HKLM:\Software\Policies\Microsoft\Edge,ApplicationBoundEncryptionEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev128.1~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev128.1~Policy~microsoft_edge,ApplicationBoundEncryptionEnabled,,,,,,1,<enabled/>,=,=,Low,
1019,"Microsoft Edge","Enable browser legacy extension point blocking",Registry,,HKLM:\Software\Policies\Microsoft\Edge,BrowserLegacyExtensionPointsBlockingEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev95~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev95~Policy~microsoft_edge,BrowserLegacyExtensionPointsBlockingEnabled,,,,,,1,<enabled/>,=,=,Low,
1001,"Microsoft Edge","Enable site isolation for every site",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SitePerProcess,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge,SitePerProcess,,,,0,,1,<enabled/>,=,=,Low,
1021,"Microsoft Edge","Show the Reload in Internet Explorer mode button in the toolbar",Registry,,HKLM:\Software\Policies\Microsoft\Edge,InternetExplorerModeToolbarButtonEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev96~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev96~Policy~microsoft_edge,InternetExplorerModeToolbarButtonEnabled,,,,,,0,<disabled/>,=,=,Low,
1017,"Microsoft Edge","Specifies whether SharedArrayBuffers can be used in a non cross-origin-isolated context",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SharedArrayBufferUnrestrictedAccessAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev111~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev111~Policy~microsoft_edge,SharedArrayBufferUnrestrictedAccessAllowed,,,,,,0,<disabled/>,=,=,Low,
1022,"Microsoft Edge","Configure Edge Website Typo Protection",Registry,,HKLM:\Software\Policies\Microsoft\Edge,TyposquattingCheckerEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev96~Policy~microsoft_edge~TyposquattingChecker,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev96~Policy~microsoft_edge~TyposquattingChecker,TyposquattingCheckerEnabled,,,,,,1,<enabled/>,=,=,Low,
1004,"Microsoft Edge","Control which extensions cannot be installed",Registry,,HKLM:\Software\Policies\Microsoft\Edge\ExtensionInstallBlocklist,1,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~Extensions,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~Extensions,ExtensionInstallBlocklist,,,,0,,*,<enabled/>,=,contains,Low,
1012,"Microsoft Edge","Allow Basic authentication for HTTP",Registry,,HKLM:\Software\Policies\Microsoft\Edge,BasicAuthOverHttpEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev88.0.705.23~Policy~microsoft_edge~HTTPAuthentication,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev88.0.705.23~Policy~microsoft_edge~HTTPAuthentication,BasicAuthOverHttpEnabled,,,,,,0,<disabled/>,=,=,Low,
1005,"Microsoft Edge","Supported authentication schemes",Registry,,HKLM:\Software\Policies\Microsoft\Edge,AuthSchemes,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~HTTPAuthentication,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~HTTPAuthentication,AuthSchemes,,,,0,,"ntlm,negotiate","<enabled/><data id=""AuthSchemes"" value=""ntlm,negotiate"" />",=,=,Low,
1006,"Microsoft Edge","Allow user-level native messaging hosts (installed without admin permissions)",Registry,,HKLM:\Software\Policies\Microsoft\Edge,NativeMessagingUserLevelHosts,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~NativeMessaging,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~NativeMessaging,NativeMessagingUserLevelHosts,,,,1,,0,<disabled/>,=,=,Low,
1016,"Microsoft Edge","Specifies whether to allow insecure websites to make requests to more-private network endpoints",Registry,,HKLM:\Software\Policies\Microsoft\Edge,InsecurePrivateNetworkRequestsAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev92~Policy~microsoft_edge~PrivateNetworkRequestSettings,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev92~Policy~microsoft_edge~PrivateNetworkRequestSettings,InsecurePrivateNetworkRequestsAllowed,,,,,,0,<disabled/>,=,=,Low,
1008,"Microsoft Edge","Configure Microsoft Defender SmartScreen",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SmartScreenEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~SmartScreen,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~SmartScreen,SmartScreenEnabled,,,,0,,1,<enabled/>,=,=,Low,
1009,"Microsoft Edge","Configure Microsoft Defender SmartScreen to block potentially unwanted apps",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SmartScreenPuaEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev80diff~Policy~microsoft_edge~SmartScreen,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev80diff~Policy~microsoft_edge~SmartScreen,SmartScreenPuaEnabled,,,,0,,1,<enabled/>,=,=,Low,
1010,"Microsoft Edge","Prevent bypassing Microsoft Defender SmartScreen prompts for sites",Registry,,HKLM:\Software\Policies\Microsoft\Edge,PreventSmartScreenPromptOverride,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~SmartScreen,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~SmartScreen,PreventSmartScreenPromptOverride,,,,,,1,<enabled/>,=,=,Low,
1011,"Microsoft Edge","Prevent bypassing of Microsoft Defender SmartScreen warnings about downloads",Registry,,HKLM:\Software\Policies\Microsoft\Edge,PreventSmartScreenPromptOverrideForFiles,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~SmartScreen,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~SmartScreen,PreventSmartScreenPromptOverrideForFiles,,,,0,,1,<enabled/>,=,=,Low,
