ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,RegistryPathIntune,RegistryPathDCP,RegistryItemIntune,ClassName,Namespace,Property,DefaultValue,DefaultValueIntune,RecommendedValue,RecommendedValueIntune,Operator,OperatorIntune,Severity,Filter
1015,"Administrative Templates: Windows Components","Microsoft Edge: Allow unconfigured sites to be reloaded in Internet Explorer mode",Registry,,HKLM:\Software\Policies\Microsoft\Edge,InternetExplorerIntegrationReloadInIEModeAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev92~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev92~Policy~microsoft_edge,InternetExplorerIntegrationReloadInIEModeAllowed,,,,,,0,,=,,Low,
1000,"Administrative Templates: Windows Components","Microsoft Edge: Allow users to proceed from the HTTPS warning page",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SSLErrorOverrideAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge,SSLErrorOverrideAllowed,,,,1,,0,,=,,Low,
1001,"Administrative Templates: Windows Components","Microsoft Edge: Enable site isolation for every site",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SitePerProcess,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge,SitePerProcess,,,,0,,1,,=,,Low,
1002,"Administrative Templates: Windows Components","Microsoft Edge: Minimum TLS version enabled",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SSLVersionMin,,,,,,,0,,tls1.2,,=,,Medium,
1017,"Administrative Templates: Windows Components","Microsoft Edge: Specifies whether SharedArrayBuffers can be used in a non cross-origin-isolated context",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SharedArrayBufferUnrestrictedAccessAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev111~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev111~Policy~microsoft_edge,SharedArrayBufferUnrestrictedAccessAllowed,,,,,,0,,=,,Low,
1003,"Administrative Templates: Windows Components","Microsoft Edge: Default Adobe Flash setting (obsolete)",Registry,,HKLM:\Software\Policies\Microsoft\Edge,DefaultPluginsSetting,,,,,,,0,,2,,=,,Low,
1004,"Administrative Templates: Windows Components","Microsoft Edge: Control which extensions cannot be installed",Registry,,HKLM:\Software\Policies\Microsoft\Edge\ExtensionInstallBlocklist,1,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~Extensions,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~Extensions,ExtensionInstallBlocklist,,,,0,,*,,=,,Low,
1012,"Administrative Templates: Windows Components","Microsoft Edge: Allow Basic authentication for HTTP",Registry,,HKLM:\Software\Policies\Microsoft\Edge,BasicAuthOverHttpEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev88.0.705.23~Policy~microsoft_edge~HTTPAuthentication,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev88.0.705.23~Policy~microsoft_edge~HTTPAuthentication,BasicAuthOverHttpEnabled,,,,,,0,,=,,Low,
1005,"Administrative Templates: Windows Components","Microsoft Edge: Supported authentication schemes",Registry,,HKLM:\Software\Policies\Microsoft\Edge,AuthSchemes,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~HTTPAuthentication,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~HTTPAuthentication,AuthSchemes,,,,0,,"ntlm,negotiate",,=,,Low,
1006,"Administrative Templates: Windows Components","Microsoft Edge: Allow user-level native messaging hosts (installed without admin permissions)",Registry,,HKLM:\Software\Policies\Microsoft\Edge,NativeMessagingUserLevelHosts,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~NativeMessaging,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~NativeMessaging,NativeMessagingUserLevelHosts,,,,1,,0,,=,,Low,
