ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,RegistryPathIntune,RegistryPathDCP,RegistryItemIntune,ClassName,Namespace,Property,DefaultValue,DefaultValueIntune,RecommendedValue,RecommendedValueIntune,Operator,OperatorIntune,Severity,Filter
1015,"Administrative Templates: Windows Components","Microsoft Edge: Allow unconfigured sites to be reloaded in Internet Explorer mode",Registry,,HKLM:\Software\Policies\Microsoft\Edge,InternetExplorerIntegrationReloadInIEModeAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev92~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev92~Policy~microsoft_edge,InternetExplorerIntegrationReloadInIEModeAllowed,,,,,,0,,=,,Low,
1000,"Administrative Templates: Windows Components","Microsoft Edge: Allow users to proceed from the HTTPS warning page",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SSLErrorOverrideAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge,SSLErrorOverrideAllowed,,,,1,,0,,=,,Low,
1026,"Administrative Templates: Windows Components","Microsoft Edge: Automatically open downloaded MHT or MHTML files from the web in Internet Explorer mode",Registry,,HKLM:\Software\Policies\Microsoft\Edge,InternetExplorerIntegrationZoneIdentifierMhtFileAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev117~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev117~Policy~microsoft_edge,InternetExplorerIntegrationZoneIdentifierMhtFileAllowed,,,,,,0,,=,,Low,
1019,"Administrative Templates: Windows Components","Microsoft Edge: Enable browser legacy extension point blocking",Registry,,HKLM:\Software\Policies\Microsoft\Edge,BrowserLegacyExtensionPointsBlockingEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev95~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev95~Policy~microsoft_edge,BrowserLegacyExtensionPointsBlockingEnabled,,,,,,1,,=,,Low,
1001,"Administrative Templates: Windows Components","Microsoft Edge: Enable site isolation for every site",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SitePerProcess,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge,SitePerProcess,,,,0,,1,,=,,Low,
1023,"Administrative Templates: Windows Components","Microsoft Edge: Enhance images enabled",Registry,,HKLM:\Software\Policies\Microsoft\Edge,EdgeEnhanceImagesEnabled,,,,,,,,,0,,=,,Low,
1025,"Administrative Templates: Windows Components","Microsoft Edge: Force WebSQL to be enabled",Registry,,HKLM:\Software\Policies\Microsoft\Edge,WebSQLAccess,,,,,,,,,0,,=,,Low,
1021,"Administrative Templates: Windows Components","Microsoft Edge: Show the Reload in Internet Explorer mode button in the toolbar",Registry,,HKLM:\Software\Policies\Microsoft\Edge,InternetExplorerModeToolbarButtonEnabled,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev96~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev96~Policy~microsoft_edge,InternetExplorerModeToolbarButtonEnabled,,,,,,0,,=,,Low,
1017,"Administrative Templates: Windows Components","Microsoft Edge: Specifies whether SharedArrayBuffers can be used in a non cross-origin-isolated context",Registry,,HKLM:\Software\Policies\Microsoft\Edge,SharedArrayBufferUnrestrictedAccessAllowed,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edgev111~Policy~microsoft_edge,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edgev111~Policy~microsoft_edge,SharedArrayBufferUnrestrictedAccessAllowed,,,,,,0,,=,,Low,
1004,"Administrative Templates: Windows Components","Microsoft Edge: Control which extensions cannot be installed",Registry,,HKLM:\Software\Policies\Microsoft\Edge\ExtensionInstallBlocklist,1,HKLM:\SOFTWARE\Microsoft\PolicyManager\Providers\{GUID}\default\Device\microsoft_edge~Policy~microsoft_edge~Extensions,HKLM:\SOFTWARE\Microsoft\PolicyManager\current\device\microsoft_edge~Policy~microsoft_edge~Extensions,ExtensionInstallBlocklist,,,,0,,*,,=,,Low,
