"ID","Category","Name","Method","MethodArgument","RegistryPath","RegistryItem","ClassName","Namespace","Property","DefaultValue","RecommendedValue","Operator","Severity"
4000,"Start Menu and Taskbar","Notifications: Turn off notifications network usage","Registry",,"HKCU:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion","NoCloudApplicationNotification",,,,0,1,"=","Medium"
4001,"Start Menu and Taskbar","Notifications: Turn off toast notifications on the lock screen","Registry",,"HKCU:\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\PushNotifications","NoToastApplicationNotificationOnLockScreen",,,,0,1,"=","Medium"
4100,"System","Internet Communication Settings: Turn off Help Experience Improvement Program","Registry",,"HKCU:\Software\Policies\Microsoft\Assistance\Client\1.0","NoImplicitFeedback",,,,0,1,"=","Medium"
4200,"Windows Components","Cloud Content: Do not use diagnostic data for tailored experiences","Registry",,"HKCU:\Software\Policies\Microsoft\Windows\CloudContent","DisableTailoredExperiencesWithDiagnosticData",,,,0,1,"=","Medium"
4201,"Windows Components","Cloud Content: Do not suggest third-party content in Windows spotlight","Registry",,"HKCU:\Software\Policies\Microsoft\Windows\CloudContent","DisableThirdPartySuggestions",,,,0,1,"=","Medium"
4201,"Windows Components","Windows Installer: Always install with elevated privileges","Registry",,"HKCU:\Software\Policies\Microsoft\Windows\Installer","AlwaysInstallElevated",,,,1,0,"=","Medium"
4300,"PowerShell","Turn on PowerShell Script Block Logging","Registry",,"HKCU:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging","EnableScriptBlockLogging",,,,0,1,"=","Medium"
4301,"PowerShell","Turn on PowerShell Script Block Logging (Invocation)","Registry",,"HKCU:\Software\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging","EnableScriptBlockInvocationLogging",,,,0,1,"=","Low"
4302,"PowerShell","Turn on PowerShell Transcription","Registry",,"HKCU:\Software\Policies\Microsoft\Windows\PowerShell\Transcription","EnableTranscripting",,,,0,1,"=","Low"
4303,"PowerShell","Turn on PowerShell Transcription","LanguageMode",,,,,,,"FullLanguage","ConstrainedLanguage","=","Medium"
4401,"Office 2016","Excel: Don't update links","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Excel\Options","DontUpdateLinks",,,,0,1,"=","Medium"
4402,"Office 2016","Excel: Allow DDE","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Excel\Options","DDEAllowed",,,,1,0,"=","Medium"
4403,"Office 2016","Excel: Clean DDE","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Excel\Options","DDECleaned",,,,0,1,"=","Medium"
4404,"Office 2016","Excel: Block files marked as from the web from executing macros","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Excel\Security","blockcontentexecutionfrominternet",,,,0,1,"=","Medium"
4405,"Office 2016","Excel: Block from executing macros","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Excel\Security","vbawarnings",,,,2,4,"=","Medium"
4406,"Office 2016","OneNote: Disable embedded files","Registry",,"HKCU:\Software\Microsoft\Office\16.0\OneNote\Options","DisableEmbeddedFiles",,,,0,1,"=","Medium"
4407,"Office 2016","PowerPoint: Block files marked as from the web from executing macros","Registry",,"HKCU:\Software\Microsoft\Office\16.0\PowerPoint\Security","blockcontentexecutionfrominternet",,,,0,1,"=","Medium"
4408,"Office 2016","PowerPoint: Block Word from executing macros","Registry",,"HKCU:\Software\Microsoft\Office\16.0\PowerPoint\Security","vbawarnings",,,,2,4,"=","Medium"
4409,"Office 2016","Word: Don't update links","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Word\Options","DontUpdateLinks",,,,0,1,"=","Medium"
4410,"Office 2016","Word (Mail): Don't update links","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Word\Options\WordMail","DontUpdateLinks",,,,0,1,"=","Medium"
4411,"Office 2016","Word: Block files marked as from the web from executing macros","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Word\Security","blockcontentexecutionfrominternet",,,,0,1,"=","Medium"
4412,"Office 2016","Word: Block Word from executing macros","Registry",,"HKCU:\Software\Microsoft\Office\16.0\Word\Security","vbawarnings",,,,2,4,"=","Medium"
